maintenance_id,equipment_id,building_id,maintenance_date,maintenance_type,work_order_status,downtime_hours,cost_vnd,technician_team,data_origin
MT02025,EQ01285,BLD082,2026-02-23,Calibration,Completed,3.7,7950000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02026,EQ01146,BLD074,2025-08-10,Corrective,Open,2.8,17300000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02027,EQ00373,BLD024,2026-04-13,Cleaning,In Progress,2.7,19100000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02028,EQ00447,BLD029,2026-07-06,Cleaning,Completed,4.8,5200000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT02029,EQ00604,BLD039,2025-10-12,Corrective,Completed,2.3,23350000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02030,EQ01862,BLD117,2026-02-22,Preventive,Completed,5.6,19700000,FM Team A,SYNTHETIC_VN_REALISTIC
MT02031,EQ01133,BLD073,2026-01-14,Corrective,In Progress,8.2,20100000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02032,EQ01783,BLD113,2025-09-17,Inspection,Open,11.6,10900000,FM Team B,SYNTHETIC_VN_REALISTIC
MT02033,EQ00982,BLD063,2025-08-15,Preventive,In Progress,0.0,15950000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02034,EQ00620,BLD040,2025-02-12,Inspection,Completed,2.7,4750000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT02035,EQ00989,BLD063,2026-03-12,Corrective,Open,2.0,3650000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02036,EQ00205,BLD014,2026-07-05,Preventive,Completed,5.9,9750000,FM Team A,SYNTHETIC_VN_REALISTIC
MT02037,EQ00985,BLD063,2026-03-22,Calibration,Completed,7.7,11900000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02038,EQ00474,BLD030,2025-07-22,Preventive,Completed,1.5,5700000,FM Team A,SYNTHETIC_VN_REALISTIC
MT02039,EQ01906,BLD120,2025-05-03,Preventive,Completed,4.4,16650000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02040,EQ00534,BLD034,2025-08-01,Cleaning,Completed,10.7,21400000,FM Team B,SYNTHETIC_VN_REALISTIC
MT02041,EQ00305,BLD020,2025-08-24,Corrective,Open,7.4,17850000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02042,EQ00270,BLD018,2025-10-27,Inspection,Open,11.7,21150000,FM Team B,SYNTHETIC_VN_REALISTIC
MT02043,EQ00020,BLD001,2025-12-04,Cleaning,In Progress,5.1,19600000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02044,EQ01453,BLD092,2025-04-26,Cleaning,Completed,4.7,5150000,FM Team A,SYNTHETIC_VN_REALISTIC
MT02045,EQ01040,BLD066,2026-02-18,Cleaning,Completed,4.8,16000000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT02046,EQ01317,BLD084,2025-07-13,Cleaning,Open,8.6,6700000,FM Team B,SYNTHETIC_VN_REALISTIC
MT02047,EQ00859,BLD056,2025-09-17,Calibration,Completed,10.2,16600000,FM Team A,SYNTHETIC_VN_REALISTIC
MT02048,EQ01287,BLD082,2025-02-20,Inspection,Completed,5.4,8650000,FM Team B,SYNTHETIC_VN_REALISTIC
MT02049,EQ00061,BLD004,2026-05-01,Corrective,In Progress,10.8,17450000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02050,EQ01869,BLD117,2026-04-22,Preventive,In Progress,2.1,5500000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02051,EQ01455,BLD092,2026-05-25,Cleaning,Completed,2.8,19050000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02052,EQ00957,BLD061,2026-03-25,Corrective,Open,5.0,11550000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02053,EQ00773,BLD050,2025-01-17,Preventive,Open,9.1,4950000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02054,EQ00352,BLD023,2026-07-21,Corrective,In Progress,8.5,21750000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02055,EQ00388,BLD026,2025-03-30,Cleaning,Completed,6.2,24800000,FM Team A,SYNTHETIC_VN_REALISTIC
MT02056,EQ01920,BLD120,2026-08-01,Cleaning,Completed,1.8,9900000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02057,EQ01329,BLD085,2026-07-17,Calibration,In Progress,10.7,15500000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT02058,EQ00582,BLD038,2026-08-24,Preventive,Completed,8.0,22350000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02059,EQ00089,BLD006,2026-02-20,Calibration,In Progress,2.9,11250000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT02060,EQ01390,BLD088,2026-01-19,Cleaning,Open,3.2,14950000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02061,EQ01422,BLD091,2025-04-07,Preventive,In Progress,10.0,22550000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02062,EQ00592,BLD038,2026-06-16,Inspection,Completed,3.9,9550000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02063,EQ00914,BLD059,2026-06-08,Corrective,Completed,11.4,22100000,FM Team A,SYNTHETIC_VN_REALISTIC
MT02064,EQ01678,BLD107,2025-08-17,Cleaning,In Progress,7.7,2300000,FM Team A,SYNTHETIC_VN_REALISTIC
MT02065,EQ00500,BLD032,2025-01-20,Calibration,Completed,10.0,8250000,FM Team B,SYNTHETIC_VN_REALISTIC
MT02066,EQ00121,BLD008,2025-09-15,Cleaning,In Progress,7.1,3950000,FM Team B,SYNTHETIC_VN_REALISTIC
MT02067,EQ01545,BLD098,2026-03-14,Inspection,Completed,8.1,3100000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02068,EQ01050,BLD067,2025-02-26,Inspection,Completed,8.5,8900000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02069,EQ01150,BLD074,2026-05-16,Calibration,Completed,10.5,14550000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02070,EQ00885,BLD057,2025-03-06,Calibration,Open,8.9,6450000,FM Team A,SYNTHETIC_VN_REALISTIC
MT02071,EQ01229,BLD079,2026-01-19,Corrective,Completed,3.5,22400000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02072,EQ01599,BLD101,2025-12-02,Corrective,Completed,3.9,3800000,FM Team A,SYNTHETIC_VN_REALISTIC
MT02073,EQ01429,BLD091,2025-08-06,Calibration,Completed,0.7,7500000,FM Team B,SYNTHETIC_VN_REALISTIC
MT02074,EQ00439,BLD029,2025-06-13,Cleaning,Completed,9.3,19600000,FM Team A,SYNTHETIC_VN_REALISTIC
MT02075,EQ00610,BLD039,2026-06-12,Corrective,Completed,10.3,14900000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02076,EQ01010,BLD064,2025-02-13,Corrective,In Progress,0.9,16200000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02077,EQ00814,BLD053,2026-07-03,Inspection,In Progress,5.2,1600000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT02078,EQ01550,BLD098,2025-03-20,Cleaning,Completed,3.3,13800000,FM Team B,SYNTHETIC_VN_REALISTIC
MT02079,EQ01663,BLD105,2025-06-12,Inspection,In Progress,10.9,20400000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02080,EQ00220,BLD015,2025-06-03,Cleaning,Completed,1.1,14300000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02081,EQ01311,BLD083,2025-08-02,Calibration,In Progress,11.5,7700000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT02082,EQ01392,BLD088,2025-01-08,Calibration,Completed,9.1,24950000,FM Team B,SYNTHETIC_VN_REALISTIC
MT02083,EQ01543,BLD098,2025-12-10,Preventive,In Progress,8.5,5050000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02084,EQ01493,BLD095,2026-07-06,Preventive,In Progress,8.6,20450000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02085,EQ01137,BLD073,2026-05-28,Cleaning,Completed,5.9,24300000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT02086,EQ01163,BLD075,2025-05-01,Calibration,Open,3.2,23250000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT02087,EQ01550,BLD098,2025-07-11,Corrective,Completed,8.2,21550000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT02088,EQ01877,BLD118,2026-04-13,Corrective,Completed,9.6,16100000,FM Team A,SYNTHETIC_VN_REALISTIC
MT02089,EQ00604,BLD039,2026-03-15,Calibration,In Progress,2.0,8650000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02090,EQ00596,BLD038,2026-01-03,Preventive,Completed,11.9,13150000,FM Team A,SYNTHETIC_VN_REALISTIC
MT02091,EQ01333,BLD085,2025-03-07,Corrective,Open,1.8,1050000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02092,EQ00786,BLD051,2025-09-24,Corrective,Completed,3.8,8850000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02093,EQ01240,BLD079,2026-01-26,Corrective,Completed,8.1,22150000,FM Team B,SYNTHETIC_VN_REALISTIC
MT02094,EQ00748,BLD048,2025-07-02,Cleaning,Open,2.4,19750000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02095,EQ00721,BLD046,2025-07-08,Preventive,Completed,11.7,20750000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02096,EQ00339,BLD022,2025-04-26,Calibration,Open,9.6,2600000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02097,EQ00864,BLD056,2026-06-10,Calibration,Completed,7.2,4700000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02098,EQ01669,BLD106,2026-04-18,Inspection,Completed,7.6,4900000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02099,EQ01154,BLD074,2026-08-13,Calibration,Completed,5.6,16700000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT02100,EQ00813,BLD053,2025-10-12,Corrective,Completed,3.2,9950000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02101,EQ00671,BLD043,2025-03-10,Preventive,In Progress,11.8,4950000,FM Team A,SYNTHETIC_VN_REALISTIC
MT02102,EQ01101,BLD071,2025-10-11,Calibration,Completed,12.0,17300000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02103,EQ01124,BLD072,2025-04-09,Corrective,Completed,0.9,18400000,FM Team A,SYNTHETIC_VN_REALISTIC
MT02104,EQ01111,BLD071,2026-05-14,Preventive,Open,8.9,4800000,FM Team A,SYNTHETIC_VN_REALISTIC
MT02105,EQ01127,BLD073,2025-09-02,Cleaning,Completed,1.7,9700000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02106,EQ00501,BLD032,2026-02-03,Cleaning,Open,5.9,22750000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT02107,EQ01322,BLD084,2025-06-26,Calibration,Completed,0.1,20050000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02108,EQ00364,BLD024,2026-02-05,Inspection,Open,8.6,1050000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02109,EQ00407,BLD027,2025-08-28,Corrective,In Progress,1.2,6700000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02110,EQ00145,BLD010,2025-05-24,Cleaning,Completed,4.4,15850000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02111,EQ00767,BLD049,2026-07-12,Inspection,Completed,0.5,23750000,FM Team B,SYNTHETIC_VN_REALISTIC
MT02112,EQ00254,BLD017,2025-02-04,Corrective,Completed,9.9,22350000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT02113,EQ01047,BLD067,2026-03-17,Cleaning,Open,4.2,9850000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02114,EQ01118,BLD072,2026-03-08,Corrective,Completed,7.2,16200000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02115,EQ00667,BLD043,2026-08-08,Preventive,In Progress,3.2,18650000,FM Team A,SYNTHETIC_VN_REALISTIC
MT02116,EQ01848,BLD116,2026-08-08,Calibration,Completed,10.0,14200000,FM Team B,SYNTHETIC_VN_REALISTIC
MT02117,EQ00630,BLD041,2026-01-19,Inspection,Completed,8.2,15150000,FM Team A,SYNTHETIC_VN_REALISTIC
MT02118,EQ01503,BLD096,2025-01-23,Calibration,Completed,11.5,20700000,FM Team A,SYNTHETIC_VN_REALISTIC
MT02119,EQ01883,BLD119,2026-09-01,Preventive,Completed,11.0,9300000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT02120,EQ01549,BLD098,2025-12-06,Inspection,In Progress,3.2,2650000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02121,EQ01073,BLD068,2025-09-03,Preventive,Completed,0.6,12750000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02122,EQ00437,BLD029,2025-12-16,Corrective,In Progress,3.8,23850000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02123,EQ00168,BLD012,2026-05-18,Cleaning,Completed,9.2,5050000,FM Team B,SYNTHETIC_VN_REALISTIC
MT02124,EQ00077,BLD006,2025-06-10,Corrective,Completed,6.1,3750000,FM Team A,SYNTHETIC_VN_REALISTIC
MT02125,EQ01321,BLD084,2025-01-29,Corrective,In Progress,9.9,7500000,FM Team A,SYNTHETIC_VN_REALISTIC
MT02126,EQ00370,BLD024,2025-01-30,Inspection,Completed,2.8,20700000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT02127,EQ01097,BLD070,2026-04-16,Corrective,Completed,7.6,1900000,FM Team A,SYNTHETIC_VN_REALISTIC
MT02128,EQ01061,BLD068,2025-07-06,Calibration,Open,9.5,23950000,FM Team B,SYNTHETIC_VN_REALISTIC
MT02129,EQ00577,BLD037,2025-01-03,Preventive,Completed,10.1,19050000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02130,EQ01440,BLD092,2026-03-23,Inspection,Open,4.4,17750000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT02131,EQ00158,BLD011,2025-04-26,Corrective,Completed,7.2,8550000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02132,EQ01614,BLD103,2025-08-09,Corrective,Completed,6.3,24450000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02133,EQ00590,BLD038,2026-08-01,Preventive,Completed,6.0,6450000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02134,EQ01052,BLD067,2026-02-24,Inspection,In Progress,3.9,13350000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02135,EQ00792,BLD051,2026-09-02,Calibration,Open,2.2,20700000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT02136,EQ00449,BLD029,2025-07-21,Cleaning,In Progress,8.6,6900000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT02137,EQ01854,BLD117,2025-06-30,Cleaning,Completed,5.3,16000000,FM Team B,SYNTHETIC_VN_REALISTIC
MT02138,EQ01090,BLD070,2025-02-24,Cleaning,Completed,1.6,21600000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT02139,EQ00541,BLD035,2025-05-17,Corrective,In Progress,10.9,16200000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02140,EQ00415,BLD028,2026-08-21,Cleaning,Completed,10.0,18000000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT02141,EQ01308,BLD083,2026-08-08,Cleaning,Completed,2.8,1400000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT02142,EQ01648,BLD104,2025-12-24,Preventive,Completed,3.2,9050000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02143,EQ01629,BLD103,2025-02-09,Preventive,In Progress,3.5,16900000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02144,EQ01618,BLD103,2025-04-28,Preventive,Completed,7.2,12300000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT02145,EQ00836,BLD054,2026-06-17,Cleaning,Open,8.1,1350000,FM Team A,SYNTHETIC_VN_REALISTIC
MT02146,EQ00513,BLD033,2025-03-14,Corrective,Completed,2.9,18600000,FM Team B,SYNTHETIC_VN_REALISTIC
MT02147,EQ00071,BLD005,2025-01-20,Corrective,Completed,6.2,850000,FM Team B,SYNTHETIC_VN_REALISTIC
MT02148,EQ00087,BLD006,2025-08-28,Inspection,Completed,3.3,17500000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02149,EQ00124,BLD008,2026-01-16,Preventive,Completed,11.1,13450000,FM Team B,SYNTHETIC_VN_REALISTIC
MT02150,EQ00426,BLD028,2025-11-03,Preventive,Completed,3.4,5100000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02151,EQ00723,BLD047,2026-04-12,Preventive,Open,9.9,18000000,FM Team A,SYNTHETIC_VN_REALISTIC
MT02152,EQ01170,BLD075,2026-07-24,Inspection,Completed,1.3,300000,FM Team A,SYNTHETIC_VN_REALISTIC
MT02153,EQ00363,BLD024,2025-10-11,Preventive,Open,3.3,11900000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02154,EQ00469,BLD030,2026-06-16,Corrective,In Progress,9.8,17750000,FM Team B,SYNTHETIC_VN_REALISTIC
MT02155,EQ01679,BLD107,2026-08-07,Corrective,In Progress,6.4,22450000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02156,EQ01157,BLD074,2026-05-08,Calibration,Completed,10.4,16950000,FM Team A,SYNTHETIC_VN_REALISTIC
MT02157,EQ00447,BLD029,2025-07-11,Preventive,In Progress,4.7,10850000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT02158,EQ01246,BLD080,2026-03-24,Calibration,In Progress,9.6,16000000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02159,EQ01912,BLD120,2025-02-04,Calibration,Completed,8.8,15650000,FM Team B,SYNTHETIC_VN_REALISTIC
MT02160,EQ00668,BLD043,2025-12-08,Corrective,Open,11.5,1150000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02161,EQ01335,BLD085,2025-05-12,Cleaning,Completed,9.0,20950000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT02162,EQ01079,BLD069,2025-11-15,Corrective,Completed,6.0,24000000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT02163,EQ01429,BLD091,2025-04-25,Calibration,Completed,7.5,3050000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT02164,EQ01470,BLD093,2025-11-02,Corrective,In Progress,10.2,2550000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02165,EQ01161,BLD074,2025-11-12,Corrective,Completed,7.5,6200000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT02166,EQ00550,BLD036,2025-12-24,Preventive,Completed,6.5,10450000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02167,EQ00473,BLD030,2025-12-23,Preventive,Completed,7.1,6050000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02168,EQ00054,BLD004,2026-04-18,Cleaning,Completed,8.7,1500000,FM Team B,SYNTHETIC_VN_REALISTIC
MT02169,EQ01892,BLD119,2025-03-16,Preventive,Completed,9.1,16550000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT02170,EQ01376,BLD088,2026-03-18,Calibration,Completed,4.5,7250000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02171,EQ00773,BLD050,2025-10-28,Corrective,Completed,7.4,19000000,FM Team B,SYNTHETIC_VN_REALISTIC
MT02172,EQ00332,BLD022,2025-03-05,Inspection,Completed,0.5,21350000,FM Team B,SYNTHETIC_VN_REALISTIC
MT02173,EQ00859,BLD056,2026-09-13,Calibration,Completed,8.2,24350000,FM Team B,SYNTHETIC_VN_REALISTIC
MT02174,EQ00209,BLD014,2025-08-29,Calibration,Completed,10.8,19250000,FM Team A,SYNTHETIC_VN_REALISTIC
MT02175,EQ00463,BLD030,2026-05-24,Cleaning,In Progress,11.4,24600000,FM Team B,SYNTHETIC_VN_REALISTIC
MT02176,EQ01852,BLD117,2025-07-27,Cleaning,In Progress,4.6,14700000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02177,EQ01337,BLD086,2026-06-12,Calibration,In Progress,7.2,19700000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02178,EQ01748,BLD111,2025-11-03,Inspection,Open,8.9,12600000,FM Team A,SYNTHETIC_VN_REALISTIC
MT02179,EQ00630,BLD041,2025-12-16,Cleaning,In Progress,6.1,19200000,FM Team B,SYNTHETIC_VN_REALISTIC
MT02180,EQ01826,BLD115,2025-04-04,Corrective,Completed,9.1,15650000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02181,EQ01247,BLD080,2026-07-20,Preventive,Completed,8.7,14000000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02182,EQ01700,BLD108,2025-01-06,Preventive,In Progress,1.5,10700000,FM Team B,SYNTHETIC_VN_REALISTIC
MT02183,EQ00355,BLD023,2025-04-20,Preventive,Completed,8.9,22750000,FM Team A,SYNTHETIC_VN_REALISTIC
MT02184,EQ00508,BLD033,2026-01-02,Cleaning,Completed,5.4,10450000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02185,EQ01542,BLD098,2025-02-08,Calibration,Completed,3.0,5550000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT02186,EQ01812,BLD114,2025-07-26,Cleaning,Completed,3.8,10300000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT02187,EQ00789,BLD051,2025-05-14,Cleaning,Completed,5.5,8300000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT02188,EQ00118,BLD008,2026-07-16,Inspection,Open,10.8,8150000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT02189,EQ01083,BLD069,2026-08-20,Corrective,Open,1.6,5200000,FM Team A,SYNTHETIC_VN_REALISTIC
MT02190,EQ01783,BLD113,2025-03-02,Corrective,Open,2.1,6550000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02191,EQ00015,BLD001,2026-02-26,Corrective,Completed,1.6,1250000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02192,EQ01465,BLD093,2026-02-03,Preventive,Open,4.2,15200000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02193,EQ00849,BLD055,2025-07-06,Cleaning,Completed,1.4,16800000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02194,EQ00805,BLD052,2025-09-05,Cleaning,Completed,7.8,22650000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02195,EQ00532,BLD034,2025-10-02,Preventive,Open,1.4,12250000,FM Team B,SYNTHETIC_VN_REALISTIC
MT02196,EQ00932,BLD060,2026-02-16,Preventive,Completed,8.1,17950000,FM Team A,SYNTHETIC_VN_REALISTIC
MT02197,EQ01625,BLD103,2025-01-10,Preventive,Open,6.6,8400000,FM Team A,SYNTHETIC_VN_REALISTIC
MT02198,EQ00297,BLD019,2025-12-06,Corrective,Completed,1.0,10550000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT02199,EQ01536,BLD097,2025-01-21,Inspection,Open,1.9,19400000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02200,EQ00643,BLD042,2026-03-01,Calibration,Completed,1.0,23400000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02201,EQ00850,BLD055,2025-11-10,Inspection,Completed,4.2,23950000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02202,EQ01630,BLD103,2025-12-07,Corrective,Completed,6.2,8700000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT02203,EQ00871,BLD056,2025-12-06,Preventive,Completed,9.2,16000000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT02204,EQ00145,BLD010,2025-04-13,Cleaning,In Progress,0.1,6500000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02205,EQ01445,BLD092,2025-03-10,Inspection,Completed,11.7,19450000,FM Team B,SYNTHETIC_VN_REALISTIC
MT02206,EQ01088,BLD069,2025-05-21,Corrective,Open,11.9,17800000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02207,EQ01789,BLD113,2026-06-06,Preventive,In Progress,5.4,7000000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02208,EQ01713,BLD109,2025-08-20,Corrective,Completed,1.6,1850000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02209,EQ00123,BLD008,2026-05-02,Preventive,Completed,2.3,18250000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT02210,EQ00185,BLD013,2025-07-30,Preventive,Completed,11.7,10600000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02211,EQ00248,BLD016,2025-12-08,Preventive,In Progress,5.8,12750000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02212,EQ01920,BLD120,2025-06-21,Cleaning,Completed,5.2,5350000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02213,EQ01110,BLD071,2025-09-12,Cleaning,In Progress,7.4,21050000,FM Team B,SYNTHETIC_VN_REALISTIC
MT02214,EQ00488,BLD031,2025-11-14,Calibration,Completed,5.4,17450000,FM Team B,SYNTHETIC_VN_REALISTIC
MT02215,EQ00976,BLD062,2026-03-16,Corrective,Open,9.9,1300000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT02216,EQ00696,BLD045,2025-08-08,Preventive,In Progress,5.8,7850000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT02217,EQ01031,BLD065,2025-10-08,Calibration,Completed,5.8,15750000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT02218,EQ00734,BLD047,2025-04-26,Preventive,Completed,5.9,3600000,FM Team A,SYNTHETIC_VN_REALISTIC
MT02219,EQ00515,BLD033,2025-03-22,Calibration,Completed,1.2,17950000,FM Team B,SYNTHETIC_VN_REALISTIC
MT02220,EQ00028,BLD002,2025-02-02,Cleaning,Completed,3.5,1100000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02221,EQ01568,BLD099,2026-01-30,Inspection,Completed,5.1,17450000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT02222,EQ01274,BLD082,2025-09-02,Corrective,Completed,1.3,24600000,HVAC Vendor,SYNTHETIC_VN_REALISTIC
MT02223,EQ00054,BLD004,2026-01-28,Calibration,Open,1.9,15900000,Plumbing Vendor,SYNTHETIC_VN_REALISTIC
MT02224,EQ01869,BLD117,2025-05-31,Cleaning,In Progress,0.6,7750000,FM Team A,SYNTHETIC_VN_REALISTIC
MT02225,EQ00835,BLD054,2026-06-27,Corrective,In Progress,10.2,22500000,FM Team A,SYNTHETIC_VN_REALISTIC
MT02226,EQ00880,BLD057,2026-03-24,Calibration,Completed,6.7,16700000,FM Team B,SYNTHETIC_VN_REALISTIC
MT02227,EQ01159,BLD074,2025-03-21,Inspection,Completed,7.7,23600000,FM Team B,SYNTHETIC_VN_REALISTIC
MT02228,EQ00656,BLD043,2025-10-27,Calibration,In Progress,0.1,4400000,FM Team B,SYNTHETIC_VN_REALISTIC
MT02229,EQ01431,BLD091,2025-03-14,Cleaning,Completed,6.7,2050000,Electrical Vendor,SYNTHETIC_VN_REALISTIC
MT02230,EQ00399,BLD026,2025-03-05,Corrective,Open,6.0,18250000,FM Team A,SYNTHETIC_VN_REALISTIC
