equipment_id,building_id,equipment_type,system_category,floor_or_zone,manufacturer,model,install_year,rated_power_kw,status,criticality,data_origin
EQ01457,BLD093,Fire Pump,Fire Safety,6,Carrier,FIR-181,2020,2.7,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01458,BLD093,Lift,Vertical Transport,4,Toshiba,LIF-274,2025,237.5,Standby,High,SYNTHETIC_VN_REALISTIC
EQ01459,BLD093,Lighting Panel,Lighting,3,ABB,LIG-911,2026,425.0,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01460,BLD093,FCU,HVAC,9,Trane,FCU-681,2022,175.0,Active,High,SYNTHETIC_VN_REALISTIC
EQ01461,BLD093,Fire Pump,Fire Safety,4,LS Electric,FIR-747,2024,366.1,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01462,BLD093,Generator,Electrical,3,Daikin,GEN-732,2024,26.4,Active,High,SYNTHETIC_VN_REALISTIC
EQ01463,BLD093,Water Pump,Plumbing,11,Schneider,WAT-938,2023,127.8,Active,High,SYNTHETIC_VN_REALISTIC
EQ01464,BLD093,Booster Pump,Plumbing,2,LS Electric,BOO-494,2024,401.0,Active,High,SYNTHETIC_VN_REALISTIC
EQ01465,BLD093,Lift,Vertical Transport,6,Daikin,LIF-201,2021,332.6,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01466,BLD093,Chiller,HVAC,11,Siemens,CHI-917,2021,302.8,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ01467,BLD093,AHU,HVAC,6,Daikin,AHU-862,2021,385.0,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01468,BLD093,Fire Pump,Fire Safety,8,Hitachi,FIR-860,2020,233.5,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01469,BLD093,Cooling Tower,HVAC,Roof,Siemens,COO-516,2022,187.1,Standby,High,SYNTHETIC_VN_REALISTIC
EQ01470,BLD093,Water Pump,Plumbing,1,Carrier,WAT-856,2025,23.8,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01471,BLD093,Generator,Electrical,10,LS Electric,GEN-604,2025,419.5,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01472,BLD093,Lift,Vertical Transport,12,Siemens,LIF-762,2022,111.7,Active,High,SYNTHETIC_VN_REALISTIC
EQ01473,BLD093,Chiller,HVAC,5,LS Electric,CHI-403,2025,146.9,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01474,BLD093,Humidity Sensor,BMS,5,Trane,HUM-644,2020,0,Active,High,SYNTHETIC_VN_REALISTIC
EQ01475,BLD093,Booster Pump,Plumbing,12,Trane,BOO-570,2020,28.3,Standby,High,SYNTHETIC_VN_REALISTIC
EQ01476,BLD093,Humidity Sensor,BMS,6,Schneider,HUM-927,2022,0,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01477,BLD093,Lighting Panel,Lighting,4,Siemens,LIG-211,2024,143.2,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01478,BLD094,Generator,Electrical,20,Hitachi,GEN-302,2008,442.5,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01479,BLD094,Booster Pump,Plumbing,10,Panasonic,BOO-998,2006,271.0,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01480,BLD094,Split AC,HVAC,20,Panasonic,SPL-215,2026,431.7,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01481,BLD094,Cooling Tower,HVAC,Roof,LS Electric,COO-928,2012,342.4,Active,High,SYNTHETIC_VN_REALISTIC
EQ01482,BLD094,Booster Pump,Plumbing,13,Trane,BOO-815,2020,180.9,Maintenance,Medium,SYNTHETIC_VN_REALISTIC
EQ01483,BLD094,Temperature Sensor,BMS,14,Grundfos,TEM-713,2014,0,Active,High,SYNTHETIC_VN_REALISTIC
EQ01484,BLD094,Lift,Vertical Transport,7,Siemens,LIF-657,2025,199.4,Standby,Low,SYNTHETIC_VN_REALISTIC
EQ01485,BLD094,Split AC,HVAC,17,ABB,SPL-555,2024,259.1,Active,High,SYNTHETIC_VN_REALISTIC
EQ01486,BLD094,Humidity Sensor,BMS,12,Grundfos,HUM-502,2011,0,Active,High,SYNTHETIC_VN_REALISTIC
EQ01487,BLD094,Fire Pump,Fire Safety,20,Daikin,FIR-993,2016,283.6,Active,High,SYNTHETIC_VN_REALISTIC
EQ01488,BLD094,FCU,HVAC,3,Hitachi,FCU-765,2004,435.4,Active,High,SYNTHETIC_VN_REALISTIC
EQ01489,BLD094,Humidity Sensor,BMS,13,Toshiba,HUM-492,2026,0,Active,High,SYNTHETIC_VN_REALISTIC
EQ01490,BLD095,FCU,HVAC,5,Trane,FCU-674,2025,219.6,Maintenance,Medium,SYNTHETIC_VN_REALISTIC
EQ01491,BLD095,Temperature Sensor,BMS,3,ABB,TEM-342,2015,0,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01492,BLD095,Cooling Tower,HVAC,Roof,Trane,COO-928,2010,403.3,Maintenance,Low,SYNTHETIC_VN_REALISTIC
EQ01493,BLD095,Lighting Panel,Lighting,2,Panasonic,LIG-803,2020,176.2,Standby,High,SYNTHETIC_VN_REALISTIC
EQ01494,BLD095,Lighting Panel,Lighting,10,Carrier,LIG-782,2018,272.1,Standby,High,SYNTHETIC_VN_REALISTIC
EQ01495,BLD095,FCU,HVAC,4,Daikin,FCU-935,2023,363.4,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01496,BLD095,FCU,HVAC,2,Toshiba,FCU-838,2018,218.9,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01497,BLD095,Chiller,HVAC,10,Siemens,CHI-424,2009,83.5,Active,High,SYNTHETIC_VN_REALISTIC
EQ01498,BLD095,Lift,Vertical Transport,1,ABB,LIF-330,2013,421.5,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ01499,BLD095,MDB,Electrical,8,Hitachi,MDB-157,2012,87.5,Standby,Low,SYNTHETIC_VN_REALISTIC
EQ01500,BLD095,MDB,Electrical,6,Hitachi,MDB-800,2009,40.6,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01501,BLD096,AHU,HVAC,5,Trane,AHU-454,2014,88.0,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01502,BLD096,Lift,Vertical Transport,22,Toshiba,LIF-557,2014,358.7,Active,High,SYNTHETIC_VN_REALISTIC
EQ01503,BLD096,Chiller,HVAC,26,Siemens,CHI-444,2015,175.6,Active,High,SYNTHETIC_VN_REALISTIC
EQ01504,BLD096,Lift,Vertical Transport,29,ABB,LIF-344,2012,143.3,Active,High,SYNTHETIC_VN_REALISTIC
EQ01505,BLD096,FCU,HVAC,11,Schneider,FCU-493,2026,2.4,Standby,High,SYNTHETIC_VN_REALISTIC
EQ01506,BLD096,FCU,HVAC,7,Schneider,FCU-854,2023,55.5,Active,High,SYNTHETIC_VN_REALISTIC
EQ01507,BLD096,MDB,Electrical,30,ABB,MDB-585,2016,429.9,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ01508,BLD096,Humidity Sensor,BMS,30,LS Electric,HUM-286,2012,0,Standby,High,SYNTHETIC_VN_REALISTIC
EQ01509,BLD096,Chiller,HVAC,19,Mitsubishi,CHI-597,2019,255.9,Standby,Low,SYNTHETIC_VN_REALISTIC
EQ01510,BLD096,Transformer,Electrical,27,Daikin,TRA-337,2016,212.7,Standby,Medium,SYNTHETIC_VN_REALISTIC
EQ01511,BLD096,Water Pump,Plumbing,18,Carrier,WAT-215,2015,335.8,Active,High,SYNTHETIC_VN_REALISTIC
EQ01512,BLD096,Cooling Tower,HVAC,Roof,ABB,COO-132,2023,274.7,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01513,BLD096,Temperature Sensor,BMS,14,Siemens,TEM-796,2026,0,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01514,BLD096,Humidity Sensor,BMS,4,Hitachi,HUM-739,2024,0,Active,High,SYNTHETIC_VN_REALISTIC
EQ01515,BLD096,Cooling Tower,HVAC,Roof,Daikin,COO-793,2018,374.8,Maintenance,Medium,SYNTHETIC_VN_REALISTIC
EQ01516,BLD096,Fire Pump,Fire Safety,30,Daikin,FIR-905,2017,209.4,Standby,High,SYNTHETIC_VN_REALISTIC
EQ01517,BLD096,Chiller,HVAC,12,Mitsubishi,CHI-696,2018,289.9,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01518,BLD097,Water Pump,Plumbing,17,Grundfos,WAT-962,2026,299.0,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01519,BLD097,Generator,Electrical,16,Daikin,GEN-778,2011,239.0,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01520,BLD097,Temperature Sensor,BMS,9,Toshiba,TEM-764,2013,0,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ01521,BLD097,Booster Pump,Plumbing,15,Panasonic,BOO-686,2015,214.2,Active,High,SYNTHETIC_VN_REALISTIC
EQ01522,BLD097,Transformer,Electrical,18,ABB,TRA-145,2017,76.1,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01523,BLD097,Generator,Electrical,16,Siemens,GEN-315,2014,228.1,Active,High,SYNTHETIC_VN_REALISTIC
EQ01524,BLD097,AHU,HVAC,18,Daikin,AHU-233,2018,122.1,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01525,BLD097,Water Pump,Plumbing,9,Mitsubishi,WAT-505,2016,98.5,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01526,BLD097,Generator,Electrical,19,Siemens,GEN-809,2023,218.0,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ01527,BLD097,Lift,Vertical Transport,9,Carrier,LIF-907,2020,404.4,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01528,BLD097,Split AC,HVAC,10,Panasonic,SPL-981,2021,104.2,Standby,Medium,SYNTHETIC_VN_REALISTIC
EQ01529,BLD097,MDB,Electrical,15,Mitsubishi,MDB-830,2017,390.6,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01530,BLD097,Generator,Electrical,7,Carrier,GEN-255,2021,379.5,Standby,Low,SYNTHETIC_VN_REALISTIC
EQ01531,BLD097,Generator,Electrical,1,Hitachi,GEN-995,2019,143.8,Maintenance,Low,SYNTHETIC_VN_REALISTIC
EQ01532,BLD097,FCU,HVAC,14,Mitsubishi,FCU-516,2009,242.8,Active,High,SYNTHETIC_VN_REALISTIC
EQ01533,BLD097,AHU,HVAC,12,Daikin,AHU-904,2018,117.0,Active,High,SYNTHETIC_VN_REALISTIC
EQ01534,BLD097,FCU,HVAC,6,Daikin,FCU-474,2023,208.9,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ01535,BLD097,Booster Pump,Plumbing,19,Carrier,BOO-876,2021,259.8,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01536,BLD097,Transformer,Electrical,13,Daikin,TRA-314,2025,407.9,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01537,BLD097,Lighting Panel,Lighting,11,Siemens,LIG-934,2021,427.9,Active,High,SYNTHETIC_VN_REALISTIC
EQ01538,BLD097,Temperature Sensor,BMS,14,Mitsubishi,TEM-411,2026,0,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01539,BLD097,Lighting Panel,Lighting,12,Grundfos,LIG-592,2014,19.3,Active,High,SYNTHETIC_VN_REALISTIC
EQ01540,BLD098,Lighting Panel,Lighting,7,LS Electric,LIG-868,2018,299.7,Active,High,SYNTHETIC_VN_REALISTIC
EQ01541,BLD098,FCU,HVAC,10,Toshiba,FCU-663,2011,249.8,Active,High,SYNTHETIC_VN_REALISTIC
EQ01542,BLD098,MDB,Electrical,11,ABB,MDB-434,2022,305.3,Standby,Low,SYNTHETIC_VN_REALISTIC
EQ01543,BLD098,Booster Pump,Plumbing,12,Carrier,BOO-210,2025,359.3,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01544,BLD098,Split AC,HVAC,13,ABB,SPL-837,2011,307.2,Active,High,SYNTHETIC_VN_REALISTIC
EQ01545,BLD098,AHU,HVAC,5,ABB,AHU-895,2023,417.2,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01546,BLD098,Chiller,HVAC,9,Grundfos,CHI-182,2020,262.4,Standby,Low,SYNTHETIC_VN_REALISTIC
EQ01547,BLD098,Temperature Sensor,BMS,15,Hitachi,TEM-826,2026,0,Active,High,SYNTHETIC_VN_REALISTIC
EQ01548,BLD098,Split AC,HVAC,7,Carrier,SPL-198,2013,83.5,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01549,BLD098,Cooling Tower,HVAC,Roof,Panasonic,COO-423,2024,309.7,Active,High,SYNTHETIC_VN_REALISTIC
EQ01550,BLD098,CO2 Sensor,BMS,8,Mitsubishi,CO2-400,2021,0,Standby,High,SYNTHETIC_VN_REALISTIC
EQ01551,BLD098,Generator,Electrical,2,Siemens,GEN-826,2012,214.2,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01552,BLD099,Generator,Electrical,22,Panasonic,GEN-926,2023,357.7,Active,High,SYNTHETIC_VN_REALISTIC
EQ01553,BLD099,Humidity Sensor,BMS,1,Grundfos,HUM-642,2018,0,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01554,BLD099,CO2 Sensor,BMS,22,Daikin,CO2-504,2022,0,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01555,BLD099,Split AC,HVAC,1,LS Electric,SPL-139,2020,448.7,Standby,Low,SYNTHETIC_VN_REALISTIC
EQ01556,BLD099,AHU,HVAC,19,Siemens,AHU-808,2023,37.5,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01557,BLD099,Water Pump,Plumbing,21,Hitachi,WAT-633,2025,220.6,Active,High,SYNTHETIC_VN_REALISTIC
EQ01558,BLD099,Chiller,HVAC,26,Hitachi,CHI-217,2024,317.2,Active,High,SYNTHETIC_VN_REALISTIC
EQ01559,BLD099,Transformer,Electrical,12,Siemens,TRA-998,2022,25.4,Active,High,SYNTHETIC_VN_REALISTIC
EQ01560,BLD099,Water Pump,Plumbing,5,Panasonic,WAT-915,2021,196.3,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01561,BLD099,Split AC,HVAC,9,Mitsubishi,SPL-455,2017,81.1,Active,High,SYNTHETIC_VN_REALISTIC
EQ01562,BLD099,Booster Pump,Plumbing,8,Hitachi,BOO-537,2024,393.2,Active,High,SYNTHETIC_VN_REALISTIC
EQ01563,BLD099,Cooling Tower,HVAC,Roof,Panasonic,COO-923,2017,214.2,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01564,BLD099,Transformer,Electrical,21,Grundfos,TRA-842,2016,300.8,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01565,BLD099,Cooling Tower,HVAC,Roof,LS Electric,COO-464,2018,147.1,Active,High,SYNTHETIC_VN_REALISTIC
EQ01566,BLD099,Transformer,Electrical,12,Schneider,TRA-470,2026,404.0,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ01567,BLD099,Cooling Tower,HVAC,Roof,Grundfos,COO-332,2025,327.1,Standby,Medium,SYNTHETIC_VN_REALISTIC
EQ01568,BLD099,Humidity Sensor,BMS,22,Panasonic,HUM-782,2019,0,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01569,BLD099,Transformer,Electrical,23,Daikin,TRA-682,2026,82.4,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ01570,BLD099,CO2 Sensor,BMS,25,Grundfos,CO2-698,2018,0,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01571,BLD099,Cooling Tower,HVAC,Roof,ABB,COO-595,2024,97.7,Active,High,SYNTHETIC_VN_REALISTIC
EQ01572,BLD100,MDB,Electrical,20,Grundfos,MDB-927,2009,125.0,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01573,BLD100,AHU,HVAC,2,Schneider,AHU-920,2005,359.4,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01574,BLD100,MDB,Electrical,4,Siemens,MDB-517,2025,121.8,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01575,BLD100,Water Pump,Plumbing,19,Carrier,WAT-825,2014,129.0,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ01576,BLD100,Transformer,Electrical,5,Grundfos,TRA-985,2009,398.7,Maintenance,Low,SYNTHETIC_VN_REALISTIC
EQ01577,BLD100,Lighting Panel,Lighting,13,Schneider,LIG-182,2019,127.3,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01578,BLD100,Transformer,Electrical,14,ABB,TRA-731,2013,156.4,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01579,BLD100,Temperature Sensor,BMS,7,Trane,TEM-756,2002,0,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01580,BLD100,Transformer,Electrical,7,Hitachi,TRA-319,2013,61.2,Standby,High,SYNTHETIC_VN_REALISTIC
EQ01581,BLD100,Generator,Electrical,17,Trane,GEN-688,2012,397.4,Standby,High,SYNTHETIC_VN_REALISTIC
EQ01582,BLD100,Fire Pump,Fire Safety,8,LS Electric,FIR-819,2008,359.8,Active,High,SYNTHETIC_VN_REALISTIC
EQ01583,BLD100,Booster Pump,Plumbing,10,Mitsubishi,BOO-970,2002,229.0,Standby,Low,SYNTHETIC_VN_REALISTIC
EQ01584,BLD100,Fire Pump,Fire Safety,4,Daikin,FIR-813,2009,446.6,Standby,High,SYNTHETIC_VN_REALISTIC
EQ01585,BLD100,Fire Pump,Fire Safety,4,Grundfos,FIR-755,2022,385.2,Standby,High,SYNTHETIC_VN_REALISTIC
EQ01586,BLD100,Lift,Vertical Transport,14,ABB,LIF-944,2014,274.7,Active,High,SYNTHETIC_VN_REALISTIC
EQ01587,BLD100,Cooling Tower,HVAC,Roof,Schneider,COO-368,2018,95.9,Active,High,SYNTHETIC_VN_REALISTIC
EQ01588,BLD100,Booster Pump,Plumbing,20,Panasonic,BOO-203,2009,167.0,Standby,High,SYNTHETIC_VN_REALISTIC
EQ01589,BLD101,Lift,Vertical Transport,26,Trane,LIF-174,2020,370.6,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ01590,BLD101,Temperature Sensor,BMS,21,LS Electric,TEM-528,2024,0,Active,High,SYNTHETIC_VN_REALISTIC
EQ01591,BLD101,Chiller,HVAC,16,Trane,CHI-632,2025,364.5,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01592,BLD101,AHU,HVAC,8,Daikin,AHU-831,2007,347.1,Standby,High,SYNTHETIC_VN_REALISTIC
EQ01593,BLD101,Generator,Electrical,25,Daikin,GEN-723,2008,331.6,Active,High,SYNTHETIC_VN_REALISTIC
EQ01594,BLD101,Water Pump,Plumbing,5,Grundfos,WAT-972,2017,52.6,Active,High,SYNTHETIC_VN_REALISTIC
EQ01595,BLD101,Chiller,HVAC,22,Trane,CHI-607,2019,311.2,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01596,BLD101,Transformer,Electrical,2,Mitsubishi,TRA-385,2016,356.6,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01597,BLD101,Fire Pump,Fire Safety,23,Trane,FIR-860,2017,377.9,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01598,BLD101,Generator,Electrical,21,Schneider,GEN-406,2008,108.7,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01599,BLD101,Cooling Tower,HVAC,Roof,LS Electric,COO-388,2011,404.0,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01600,BLD102,Transformer,Electrical,6,Grundfos,TRA-971,2026,171.3,Active,High,SYNTHETIC_VN_REALISTIC
EQ01601,BLD102,Transformer,Electrical,3,Grundfos,TRA-417,2026,206.7,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01602,BLD102,Lighting Panel,Lighting,7,Mitsubishi,LIG-411,2026,1.5,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01603,BLD102,Transformer,Electrical,4,Siemens,TRA-494,2026,7.9,Active,High,SYNTHETIC_VN_REALISTIC
EQ01604,BLD102,FCU,HVAC,4,LS Electric,FCU-835,2026,249.5,Active,High,SYNTHETIC_VN_REALISTIC
EQ01605,BLD102,Humidity Sensor,BMS,8,Grundfos,HUM-974,2026,0,Active,High,SYNTHETIC_VN_REALISTIC
EQ01606,BLD102,Temperature Sensor,BMS,13,Mitsubishi,TEM-980,2026,0,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ01607,BLD102,Water Pump,Plumbing,2,Trane,WAT-391,2026,276.2,Standby,Medium,SYNTHETIC_VN_REALISTIC
EQ01608,BLD102,Fire Pump,Fire Safety,1,Hitachi,FIR-892,2026,190.8,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01609,BLD102,Lift,Vertical Transport,2,Panasonic,LIF-691,2026,218.6,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01610,BLD102,Booster Pump,Plumbing,4,Panasonic,BOO-645,2026,272.8,Active,High,SYNTHETIC_VN_REALISTIC
EQ01611,BLD102,Humidity Sensor,BMS,19,Hitachi,HUM-965,2026,0,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01612,BLD102,Chiller,HVAC,9,Schneider,CHI-902,2026,418.5,Maintenance,Medium,SYNTHETIC_VN_REALISTIC
EQ01613,BLD103,Transformer,Electrical,3,Siemens,TRA-921,2020,15.3,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01614,BLD103,CO2 Sensor,BMS,3,Panasonic,CO2-271,2022,0,Standby,Low,SYNTHETIC_VN_REALISTIC
EQ01615,BLD103,AHU,HVAC,3,Hitachi,AHU-337,2017,388.8,Active,High,SYNTHETIC_VN_REALISTIC
EQ01616,BLD103,Transformer,Electrical,5,Carrier,TRA-483,2021,203.9,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01617,BLD103,FCU,HVAC,4,Panasonic,FCU-455,2016,257.9,Active,High,SYNTHETIC_VN_REALISTIC
EQ01618,BLD103,Split AC,HVAC,1,Siemens,SPL-482,2015,35.8,Active,High,SYNTHETIC_VN_REALISTIC
EQ01619,BLD103,Lift,Vertical Transport,4,Panasonic,LIF-230,2018,27.2,Active,High,SYNTHETIC_VN_REALISTIC
EQ01620,BLD103,Fire Pump,Fire Safety,1,Siemens,FIR-242,2018,312.5,Standby,High,SYNTHETIC_VN_REALISTIC
EQ01621,BLD103,Humidity Sensor,BMS,1,LS Electric,HUM-509,2021,0,Active,High,SYNTHETIC_VN_REALISTIC
EQ01622,BLD103,Fire Pump,Fire Safety,5,Panasonic,FIR-861,2020,362.1,Active,High,SYNTHETIC_VN_REALISTIC
EQ01623,BLD103,Generator,Electrical,5,Panasonic,GEN-639,2013,108.7,Standby,Low,SYNTHETIC_VN_REALISTIC
EQ01624,BLD103,Cooling Tower,HVAC,Roof,Carrier,COO-708,2017,199.7,Standby,Medium,SYNTHETIC_VN_REALISTIC
EQ01625,BLD103,Chiller,HVAC,3,Daikin,CHI-850,2012,161.2,Standby,High,SYNTHETIC_VN_REALISTIC
EQ01626,BLD103,Temperature Sensor,BMS,2,LS Electric,TEM-696,2025,0,Active,High,SYNTHETIC_VN_REALISTIC
EQ01627,BLD103,Lift,Vertical Transport,3,Trane,LIF-585,2024,104.5,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01628,BLD103,Lighting Panel,Lighting,3,ABB,LIG-311,2018,198.8,Active,High,SYNTHETIC_VN_REALISTIC
EQ01629,BLD103,Transformer,Electrical,4,Daikin,TRA-344,2015,335.6,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ01630,BLD103,CO2 Sensor,BMS,2,ABB,CO2-200,2022,0,Active,High,SYNTHETIC_VN_REALISTIC
EQ01631,BLD104,Temperature Sensor,BMS,5,Panasonic,TEM-576,2026,0,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01632,BLD104,Lift,Vertical Transport,23,Carrier,LIF-989,2022,38.8,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ01633,BLD104,Transformer,Electrical,30,Mitsubishi,TRA-651,2026,255.8,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01634,BLD104,Booster Pump,Plumbing,1,Carrier,BOO-268,2025,344.4,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01635,BLD104,Booster Pump,Plumbing,30,Daikin,BOO-876,2021,314.2,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ01636,BLD104,Lighting Panel,Lighting,3,Daikin,LIG-909,2022,434.4,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01637,BLD104,MDB,Electrical,26,ABB,MDB-151,2024,204.8,Active,High,SYNTHETIC_VN_REALISTIC
EQ01638,BLD104,Fire Pump,Fire Safety,16,ABB,FIR-822,2023,171.4,Active,High,SYNTHETIC_VN_REALISTIC
EQ01639,BLD104,Split AC,HVAC,12,Grundfos,SPL-619,2021,115.0,Active,High,SYNTHETIC_VN_REALISTIC
EQ01640,BLD104,CO2 Sensor,BMS,21,Siemens,CO2-625,2021,0,Standby,Low,SYNTHETIC_VN_REALISTIC
EQ01641,BLD104,Temperature Sensor,BMS,34,Grundfos,TEM-712,2025,0,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01642,BLD104,Booster Pump,Plumbing,5,Daikin,BOO-497,2024,158.0,Active,High,SYNTHETIC_VN_REALISTIC
EQ01643,BLD104,Water Pump,Plumbing,10,Hitachi,WAT-233,2021,436.4,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01644,BLD104,Lift,Vertical Transport,3,Toshiba,LIF-282,2025,366.5,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01645,BLD104,Water Pump,Plumbing,34,Daikin,WAT-846,2023,58.3,Active,High,SYNTHETIC_VN_REALISTIC
EQ01646,BLD104,Booster Pump,Plumbing,19,Mitsubishi,BOO-687,2024,188.5,Active,High,SYNTHETIC_VN_REALISTIC
EQ01647,BLD104,Booster Pump,Plumbing,26,Trane,BOO-755,2022,23.9,Standby,Medium,SYNTHETIC_VN_REALISTIC
EQ01648,BLD104,Transformer,Electrical,7,Toshiba,TRA-182,2021,146.2,Maintenance,Low,SYNTHETIC_VN_REALISTIC
EQ01649,BLD105,MDB,Electrical,10,Mitsubishi,MDB-290,2024,434.2,Active,High,SYNTHETIC_VN_REALISTIC
EQ01650,BLD105,Temperature Sensor,BMS,8,Hitachi,TEM-520,2021,0,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01651,BLD105,FCU,HVAC,21,Daikin,FCU-677,2025,141.6,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01652,BLD105,Split AC,HVAC,2,LS Electric,SPL-385,2025,36.7,Active,High,SYNTHETIC_VN_REALISTIC
EQ01653,BLD105,Generator,Electrical,2,Daikin,GEN-236,2016,379.7,Active,High,SYNTHETIC_VN_REALISTIC
EQ01654,BLD105,Chiller,HVAC,9,Mitsubishi,CHI-378,2017,263.1,Maintenance,Low,SYNTHETIC_VN_REALISTIC
EQ01655,BLD105,Lift,Vertical Transport,12,Mitsubishi,LIF-728,2026,356.0,Active,High,SYNTHETIC_VN_REALISTIC
EQ01656,BLD105,Generator,Electrical,1,Carrier,GEN-922,2014,400.7,Maintenance,Medium,SYNTHETIC_VN_REALISTIC
EQ01657,BLD105,Humidity Sensor,BMS,13,ABB,HUM-395,2019,0,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01658,BLD105,Split AC,HVAC,20,Siemens,SPL-790,2013,264.0,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01659,BLD105,MDB,Electrical,12,ABB,MDB-111,2014,97.7,Active,Low,SYNTHETIC_VN_REALISTIC
EQ01660,BLD105,Lift,Vertical Transport,5,Carrier,LIF-861,2023,189.1,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ01661,BLD105,CO2 Sensor,BMS,17,Grundfos,CO2-584,2019,0,Active,Low,SYNTHETIC_VN_REALISTIC
