fault_id,equipment_id,building_id,fault_timestamp,fault_type,severity,acknowledged,resolved,data_origin
FLT00628,EQ00456,BLD030,2026-07-19 07:00:00,Overcurrent,Medium,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00629,EQ00433,BLD028,2026-06-19 18:00:00,Low Flow,Medium,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00630,EQ00026,BLD002,2026-01-26 05:00:00,Valve Stuck,Critical,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00631,EQ00267,BLD018,2026-02-10 03:00:00,Overcurrent,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00632,EQ01597,BLD101,2026-03-05 13:00:00,Low Pressure,High,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00633,EQ00356,BLD023,2026-07-29 12:00:00,High Temperature,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00634,EQ00322,BLD021,2026-04-10 23:00:00,Sensor Drift,Medium,No,No,SYNTHETIC_VN_REALISTIC
FLT00635,EQ00384,BLD025,2026-07-28 13:00:00,Overcurrent,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00636,EQ00642,BLD042,2026-06-05 01:00:00,Sensor Drift,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00637,EQ00425,BLD028,2026-06-18 14:00:00,Abnormal Vibration,Low,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00638,EQ01905,BLD120,2026-03-06 15:00:00,Low Pressure,Critical,No,No,SYNTHETIC_VN_REALISTIC
FLT00639,EQ01386,BLD088,2026-01-20 07:00:00,Abnormal Vibration,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00640,EQ00536,BLD035,2026-04-02 07:00:00,Valve Stuck,Low,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00641,EQ01606,BLD102,2026-08-15 11:00:00,High Temperature,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00642,EQ00834,BLD054,2026-05-28 06:00:00,High Temperature,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00643,EQ01667,BLD106,2026-01-05 20:00:00,Communication Loss,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00644,EQ00832,BLD054,2026-02-14 04:00:00,Communication Loss,High,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00645,EQ01881,BLD118,2026-09-01 14:00:00,Valve Stuck,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00646,EQ00875,BLD057,2026-04-18 04:00:00,Low Flow,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00647,EQ00488,BLD031,2026-08-25 18:00:00,Low Flow,Critical,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00648,EQ00610,BLD039,2026-03-24 10:00:00,Overcurrent,Critical,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00649,EQ00938,BLD060,2026-06-23 04:00:00,Sensor Drift,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00650,EQ00969,BLD062,2026-04-30 12:00:00,Low Pressure,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00651,EQ01532,BLD097,2026-01-31 18:00:00,Communication Loss,Medium,No,No,SYNTHETIC_VN_REALISTIC
FLT00652,EQ00987,BLD063,2026-05-17 07:00:00,Abnormal Vibration,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00653,EQ00803,BLD052,2026-07-01 07:00:00,Valve Stuck,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00654,EQ00167,BLD012,2026-06-01 15:00:00,Low Flow,Low,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00655,EQ01676,BLD106,2026-05-06 09:00:00,High Temperature,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00656,EQ00368,BLD024,2026-08-22 12:00:00,Low Pressure,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00657,EQ00632,BLD041,2026-08-30 06:00:00,High Temperature,Medium,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00658,EQ00939,BLD060,2026-02-18 20:00:00,Abnormal Vibration,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00659,EQ01786,BLD113,2026-04-15 20:00:00,Abnormal Vibration,Medium,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00660,EQ00317,BLD021,2026-02-13 00:00:00,Sensor Drift,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00661,EQ01493,BLD095,2026-03-31 06:00:00,Low Pressure,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00662,EQ00995,BLD063,2026-09-04 22:00:00,Low Pressure,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00663,EQ00809,BLD053,2026-05-08 14:00:00,Low Flow,Low,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00664,EQ00234,BLD016,2026-05-15 16:00:00,Low Pressure,Low,No,No,SYNTHETIC_VN_REALISTIC
FLT00665,EQ00339,BLD022,2026-03-07 21:00:00,Overcurrent,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00666,EQ00774,BLD050,2026-08-14 04:00:00,Abnormal Vibration,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00667,EQ00739,BLD047,2026-03-08 02:00:00,Low Flow,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00668,EQ01380,BLD088,2026-06-13 05:00:00,Low Pressure,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00669,EQ00799,BLD052,2026-09-02 21:00:00,Abnormal Vibration,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00670,EQ01573,BLD100,2026-04-19 13:00:00,Abnormal Vibration,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00671,EQ01251,BLD080,2026-04-09 17:00:00,Valve Stuck,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00672,EQ01400,BLD089,2026-08-16 15:00:00,Abnormal Vibration,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00673,EQ01000,BLD064,2026-01-25 16:00:00,Low Flow,Low,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00674,EQ01313,BLD084,2026-08-20 14:00:00,Sensor Drift,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00675,EQ01775,BLD112,2026-07-16 14:00:00,Low Pressure,Medium,No,No,SYNTHETIC_VN_REALISTIC
FLT00676,EQ01581,BLD100,2026-09-04 15:00:00,Sensor Drift,Critical,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00677,EQ00987,BLD063,2026-04-04 05:00:00,Sensor Drift,Medium,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00678,EQ00436,BLD029,2026-02-04 23:00:00,Valve Stuck,Medium,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00679,EQ00523,BLD034,2026-05-23 03:00:00,Abnormal Vibration,Critical,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00680,EQ00105,BLD007,2026-07-12 23:00:00,Abnormal Vibration,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00681,EQ01533,BLD097,2026-04-23 07:00:00,Low Pressure,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00682,EQ00967,BLD062,2026-01-15 18:00:00,Sensor Drift,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00683,EQ00724,BLD047,2026-07-21 01:00:00,Communication Loss,Low,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00684,EQ00243,BLD016,2026-07-19 09:00:00,Abnormal Vibration,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00685,EQ01185,BLD076,2026-01-12 16:00:00,Low Pressure,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00686,EQ00649,BLD042,2026-04-17 07:00:00,Valve Stuck,Medium,No,No,SYNTHETIC_VN_REALISTIC
FLT00687,EQ00645,BLD042,2026-02-11 14:00:00,Low Flow,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00688,EQ01094,BLD070,2026-05-09 03:00:00,Low Flow,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00689,EQ00420,BLD028,2026-06-29 19:00:00,Low Pressure,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00690,EQ00260,BLD017,2026-04-09 04:00:00,High Temperature,Low,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00691,EQ01908,BLD120,2026-04-03 13:00:00,Valve Stuck,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00692,EQ00863,BLD056,2026-03-11 03:00:00,High Temperature,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00693,EQ00116,BLD008,2026-05-15 20:00:00,Sensor Drift,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00694,EQ01367,BLD087,2026-02-17 19:00:00,Low Pressure,Critical,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00695,EQ01747,BLD111,2026-01-11 22:00:00,Sensor Drift,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00696,EQ01859,BLD117,2026-04-15 18:00:00,Valve Stuck,Critical,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00697,EQ00171,BLD012,2026-01-21 19:00:00,Low Pressure,Critical,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00698,EQ00406,BLD027,2026-01-30 16:00:00,Overcurrent,Critical,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00699,EQ01323,BLD084,2026-02-05 22:00:00,Low Pressure,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00700,EQ01115,BLD071,2026-08-30 19:00:00,High Temperature,Critical,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00701,EQ01046,BLD067,2026-01-14 10:00:00,Abnormal Vibration,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00702,EQ01260,BLD080,2026-08-31 13:00:00,High Temperature,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00703,EQ01909,BLD120,2026-02-23 06:00:00,High Temperature,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00704,EQ01782,BLD113,2026-06-24 04:00:00,Sensor Drift,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00705,EQ00359,BLD024,2026-08-13 09:00:00,High Temperature,Low,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00706,EQ00876,BLD057,2026-05-26 07:00:00,Low Flow,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00707,EQ00671,BLD043,2026-04-08 10:00:00,Abnormal Vibration,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00708,EQ00895,BLD058,2026-08-17 13:00:00,Low Flow,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00709,EQ00868,BLD056,2026-05-26 11:00:00,High Temperature,Medium,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00710,EQ00392,BLD026,2026-02-25 08:00:00,Low Flow,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00711,EQ01785,BLD113,2026-08-26 10:00:00,Overcurrent,Low,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00712,EQ00189,BLD013,2026-08-13 07:00:00,Valve Stuck,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00713,EQ01621,BLD103,2026-03-17 21:00:00,Valve Stuck,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00714,EQ00704,BLD046,2026-09-01 08:00:00,Sensor Drift,Critical,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00715,EQ01155,BLD074,2026-05-24 18:00:00,Valve Stuck,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00716,EQ00703,BLD045,2026-03-16 02:00:00,Communication Loss,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00717,EQ01038,BLD066,2026-08-23 00:00:00,Communication Loss,Critical,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00718,EQ00581,BLD038,2026-03-06 10:00:00,Overcurrent,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00719,EQ00797,BLD052,2026-08-15 13:00:00,Sensor Drift,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00720,EQ00481,BLD031,2026-05-23 06:00:00,Overcurrent,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00721,EQ01662,BLD105,2026-04-22 22:00:00,Abnormal Vibration,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00722,EQ00853,BLD055,2026-05-07 17:00:00,Overcurrent,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00723,EQ00819,BLD053,2026-07-18 04:00:00,Communication Loss,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00724,EQ00346,BLD022,2026-02-22 13:00:00,Low Flow,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00725,EQ01812,BLD114,2026-02-10 00:00:00,High Temperature,Low,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00726,EQ00758,BLD049,2026-02-16 18:00:00,Communication Loss,Low,No,No,SYNTHETIC_VN_REALISTIC
FLT00727,EQ00935,BLD060,2026-07-31 21:00:00,Abnormal Vibration,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00728,EQ01582,BLD100,2026-03-31 03:00:00,Valve Stuck,High,No,No,SYNTHETIC_VN_REALISTIC
FLT00729,EQ00295,BLD019,2026-03-31 09:00:00,Low Pressure,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00730,EQ00914,BLD059,2026-04-06 13:00:00,Valve Stuck,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00731,EQ01301,BLD083,2026-03-24 21:00:00,Abnormal Vibration,Medium,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00732,EQ01843,BLD116,2026-05-29 01:00:00,Overcurrent,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00733,EQ00994,BLD063,2026-08-31 21:00:00,Low Flow,Low,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00734,EQ00286,BLD019,2026-01-10 08:00:00,Low Pressure,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00735,EQ00138,BLD010,2026-04-16 03:00:00,Low Flow,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00736,EQ00389,BLD026,2026-02-14 05:00:00,Low Flow,High,No,No,SYNTHETIC_VN_REALISTIC
FLT00737,EQ00656,BLD043,2026-06-11 13:00:00,Sensor Drift,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00738,EQ01618,BLD103,2026-04-22 21:00:00,Valve Stuck,Critical,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00739,EQ01260,BLD080,2026-07-25 15:00:00,Low Flow,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00740,EQ01745,BLD111,2026-06-01 05:00:00,Valve Stuck,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00741,EQ01155,BLD074,2026-03-30 12:00:00,Abnormal Vibration,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00742,EQ01610,BLD102,2026-03-13 11:00:00,Valve Stuck,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00743,EQ01233,BLD079,2026-06-15 12:00:00,Communication Loss,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00744,EQ00112,BLD007,2026-08-02 14:00:00,Low Pressure,Low,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00745,EQ00295,BLD019,2026-07-14 20:00:00,Overcurrent,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00746,EQ01156,BLD074,2026-06-23 18:00:00,Sensor Drift,Medium,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00747,EQ00476,BLD030,2026-01-18 12:00:00,Overcurrent,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00748,EQ01043,BLD067,2026-05-08 11:00:00,Communication Loss,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00749,EQ01343,BLD086,2026-06-24 23:00:00,Communication Loss,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00750,EQ01869,BLD117,2026-01-24 01:00:00,Low Flow,Medium,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00751,EQ00882,BLD057,2026-06-27 13:00:00,Communication Loss,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00752,EQ01175,BLD076,2026-02-28 22:00:00,Low Pressure,High,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00753,EQ01906,BLD120,2026-04-09 12:00:00,Low Pressure,Low,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00754,EQ01511,BLD096,2026-08-23 05:00:00,Valve Stuck,Low,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00755,EQ01401,BLD089,2026-03-01 02:00:00,Abnormal Vibration,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00756,EQ01732,BLD110,2026-07-28 06:00:00,Communication Loss,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00757,EQ01091,BLD070,2026-04-30 06:00:00,Valve Stuck,Low,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00758,EQ00548,BLD036,2026-07-26 17:00:00,Overcurrent,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00759,EQ00561,BLD037,2026-07-24 02:00:00,Valve Stuck,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00760,EQ01129,BLD073,2026-02-13 22:00:00,High Temperature,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00761,EQ00868,BLD056,2026-08-22 19:00:00,Overcurrent,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00762,EQ01232,BLD079,2026-06-13 05:00:00,Valve Stuck,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00763,EQ01339,BLD086,2026-05-06 19:00:00,Communication Loss,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00764,EQ00302,BLD020,2026-07-13 04:00:00,Low Flow,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00765,EQ00859,BLD056,2026-01-05 10:00:00,Overcurrent,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00766,EQ00152,BLD011,2026-07-10 23:00:00,Sensor Drift,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00767,EQ00596,BLD038,2026-01-06 17:00:00,Overcurrent,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00768,EQ01748,BLD111,2026-04-26 07:00:00,Abnormal Vibration,Low,No,No,SYNTHETIC_VN_REALISTIC
FLT00769,EQ00962,BLD061,2026-01-18 10:00:00,Abnormal Vibration,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00770,EQ01543,BLD098,2026-03-28 09:00:00,Communication Loss,Medium,No,No,SYNTHETIC_VN_REALISTIC
FLT00771,EQ01366,BLD087,2026-06-05 09:00:00,Low Pressure,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00772,EQ01562,BLD099,2026-05-16 13:00:00,Overcurrent,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00773,EQ00411,BLD027,2026-07-01 04:00:00,High Temperature,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00774,EQ01913,BLD120,2026-06-27 06:00:00,Sensor Drift,Medium,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00775,EQ00774,BLD050,2026-07-31 13:00:00,Low Pressure,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00776,EQ01091,BLD070,2026-02-01 13:00:00,Overcurrent,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00777,EQ01647,BLD104,2026-09-04 13:00:00,Low Flow,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00778,EQ00709,BLD046,2026-06-30 17:00:00,High Temperature,Critical,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00779,EQ01496,BLD095,2026-02-16 17:00:00,Valve Stuck,Critical,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00780,EQ00762,BLD049,2026-04-07 13:00:00,High Temperature,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00781,EQ00956,BLD061,2026-06-30 15:00:00,Low Flow,High,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00782,EQ01109,BLD071,2026-06-13 15:00:00,Overcurrent,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00783,EQ00856,BLD055,2026-01-05 06:00:00,Low Flow,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00784,EQ00661,BLD043,2026-05-10 13:00:00,Low Flow,Low,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00785,EQ00599,BLD039,2026-02-11 06:00:00,Sensor Drift,Medium,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00786,EQ01375,BLD088,2026-01-25 08:00:00,Sensor Drift,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00787,EQ01124,BLD072,2026-08-24 09:00:00,High Temperature,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00788,EQ00554,BLD036,2026-04-17 12:00:00,Overcurrent,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00789,EQ01846,BLD116,2026-03-22 12:00:00,Low Flow,Critical,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00790,EQ01059,BLD068,2026-05-21 22:00:00,Valve Stuck,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00791,EQ00653,BLD043,2026-06-27 01:00:00,Sensor Drift,Critical,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00792,EQ00600,BLD039,2026-09-03 16:00:00,Valve Stuck,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00793,EQ01086,BLD069,2026-02-22 21:00:00,Communication Loss,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00794,EQ01178,BLD076,2026-02-20 04:00:00,Sensor Drift,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00795,EQ00763,BLD049,2026-03-25 00:00:00,Low Pressure,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00796,EQ01017,BLD065,2026-05-09 15:00:00,Overcurrent,Medium,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00797,EQ00444,BLD029,2026-09-03 09:00:00,Sensor Drift,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00798,EQ01734,BLD110,2026-02-22 17:00:00,Valve Stuck,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00799,EQ01542,BLD098,2026-04-16 03:00:00,Low Flow,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00800,EQ00162,BLD012,2026-02-04 17:00:00,Sensor Drift,High,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00801,EQ00682,BLD044,2026-01-23 08:00:00,Valve Stuck,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00802,EQ00572,BLD037,2026-05-30 13:00:00,Overcurrent,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00803,EQ01525,BLD097,2026-01-23 22:00:00,Low Flow,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00804,EQ00439,BLD029,2026-03-21 07:00:00,Low Flow,Medium,No,No,SYNTHETIC_VN_REALISTIC
FLT00805,EQ01021,BLD065,2026-07-07 18:00:00,Abnormal Vibration,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00806,EQ01382,BLD088,2026-02-14 23:00:00,Communication Loss,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00807,EQ00080,BLD006,2026-07-29 19:00:00,High Temperature,Low,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00808,EQ00908,BLD058,2026-03-24 02:00:00,Abnormal Vibration,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00809,EQ01639,BLD104,2026-03-03 14:00:00,Low Pressure,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00810,EQ01050,BLD067,2026-04-30 02:00:00,Valve Stuck,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00811,EQ01092,BLD070,2026-07-13 11:00:00,Low Flow,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00812,EQ00054,BLD004,2026-06-16 03:00:00,Communication Loss,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00813,EQ00308,BLD021,2026-04-10 03:00:00,Abnormal Vibration,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00814,EQ01115,BLD071,2026-03-13 22:00:00,Low Pressure,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00815,EQ00838,BLD054,2026-05-28 10:00:00,Sensor Drift,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00816,EQ01240,BLD079,2026-08-25 19:00:00,Valve Stuck,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00817,EQ00292,BLD019,2026-07-17 03:00:00,Abnormal Vibration,Critical,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00818,EQ01623,BLD103,2026-03-08 00:00:00,Overcurrent,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00819,EQ00475,BLD030,2026-06-01 17:00:00,Valve Stuck,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00820,EQ00453,BLD029,2026-03-15 01:00:00,Sensor Drift,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00821,EQ00350,BLD023,2026-05-05 14:00:00,Low Pressure,Medium,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00822,EQ00104,BLD007,2026-02-23 18:00:00,Low Pressure,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00823,EQ00812,BLD053,2026-04-19 17:00:00,Overcurrent,Medium,No,No,SYNTHETIC_VN_REALISTIC
FLT00824,EQ00563,BLD037,2026-05-25 10:00:00,Low Pressure,Medium,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00825,EQ00770,BLD050,2026-09-07 19:00:00,Low Pressure,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00826,EQ00140,BLD010,2026-03-29 14:00:00,Valve Stuck,Medium,No,No,SYNTHETIC_VN_REALISTIC
FLT00827,EQ00444,BLD029,2026-08-14 17:00:00,Low Pressure,High,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00828,EQ01025,BLD065,2026-04-17 16:00:00,Sensor Drift,High,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00829,EQ00731,BLD047,2026-07-02 08:00:00,Abnormal Vibration,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00830,EQ00407,BLD027,2026-04-19 10:00:00,Low Flow,Critical,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00831,EQ01649,BLD105,2026-05-16 01:00:00,High Temperature,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00832,EQ01592,BLD101,2026-01-09 17:00:00,Valve Stuck,Medium,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00833,EQ01778,BLD112,2026-08-03 15:00:00,Overcurrent,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00834,EQ00892,BLD057,2026-03-21 19:00:00,High Temperature,Medium,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00835,EQ01759,BLD111,2026-01-18 15:00:00,High Temperature,Low,No,No,SYNTHETIC_VN_REALISTIC
FLT00836,EQ00228,BLD015,2026-07-21 11:00:00,Low Pressure,High,No,No,SYNTHETIC_VN_REALISTIC
